web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image labels,REPLACED_LABELS,"Team, sport, group activities","Enviromental attributes (recreational, fun, activities)","Product, brand attributes","Face, Skin, human expressions",goal,Raised,people,time,updates,updates-href,createdby,today,days,shares,people
1543705308-254,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/all-in-a-row-helping-charity,https://d2g8igdw686xgo.cloudfront.net/25387614_1510744973.1979.png,waterway water transportation bridge river boating boat canal vehicle city recreation,waterway water transportation bridge river boating boat canal vehicle city recreation,0.00877193,0.00877193,0.973684211,0.00877193,33900,4277,64,Raised by 64 people in 12 months,1,https://www.gofundme.com/all-in-a-row-helping-charity#updates,15-Nov-17,5-Dec-18,384,208,0
1543705124-198,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/robs-charity-skydive,https://d2g8igdw686xgo.cloudfront.net/25358914_1510665024.0985.jpg,person forehead chin smile jaw moustache, people   people   people   people  jaw moustache,0.029411765,0.911764706,0.029411765,0.029411765,565,2187,43,Raised by 43 people in 12 months,0,,14-Nov-17,5-Dec-18,385,67,1
1543705015-166,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/brandon-honcho-wentz-charity-fund,https://d2g8igdw686xgo.cloudfront.net/25341302_1510603769.0459.jpg,hair facial hair beard moustache nose chin forehead headgear cap winter, ﻿people   people   ﻿people  beard moustache  people   people   people   people gear cap winter,0.015625,0.015625,0.953125,0.015625,10000,1490,36,Raised by 36 people in 12 months,0,,13-Nov-17,5-Dec-18,386,320,1
1543705940-465,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/sullys-3rd-annual-holiday-charity,https://d2g8igdw686xgo.cloudfront.net/25335406_1510590416.139.jpg,product reading child learning,product reading  people  learning,0.006493506,0.980519481,0.006493506,0.006493506,1000,816,16,Raised by 16 people in 12 months,1,https://www.gofundme.com/sullys-3rd-annual-holiday-charity#updates,13-Nov-17,5-Dec-18,386,4,1
1543705827-428,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/HonoringBrad,https://d2g8igdw686xgo.cloudfront.net/25314216_1510506828.1498.jpg,event suit formal wear ceremony fun party,event suit formal wear ceremony fun party,0.009615385,0.009615385,0.009615385,0.971153846,10000,2050,19,Raised by 19 people in 12 months,0,,12-Nov-17,5-Dec-18,387,153,0
1543706753-775,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-christmas-song-campaign,,#N/A,#N/A, , , , ,2921,2927,132,Raised by 132 people in 12 months,61,https://www.gofundme.com/charity-christmas-song-campaign#updates,9-Nov-17,5-Dec-18,390,440,0
1543705021-168,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/deport-a-muslim,https://d2g8igdw686xgo.cloudfront.net/25254652_1540423262147267_r.jpeg,vacation fun girl recreation water child smile travel leisure product,vacation fun  people  recreation water  people   people  travel leisure product,0.005747126,0.005747126,0.005747126,0.982758621,500,513,9,Raised by 9 people in 12 months,0,,9-Nov-17,5-Dec-18,390,431,1
1543706973-857,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-fund-to-the-humane-society,https://d2g8igdw686xgo.cloudfront.net/25216064_1510120977.6914.png,pug dog dog like mammal dog breed mammal snout toy bulldog carnivoran puppy love puppy,pug dog dog like mammal dog breed mammal snout toy bulldog  vehicle nivoran puppy love puppy,0.008064516,0.008064516,0.008064516,0.975806452,2000,1530,36,Raised by 36 people in 12 months,0,,8-Nov-17,5-Dec-18,391,15,0
1543707251-957,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/y8ddub-charity-auction-for-trinity-place,https://d2g8igdw686xgo.cloudfront.net/25225354_1510165101.6748.jpg,man facial hair beard muscle fun event, people   people   ﻿people  beard muscle fun event,0.008064516,0.491935484,0.008064516,0.491935484,1000,1185,32,Raised by 32 people in 12 months,0,,8-Nov-17,5-Dec-18,391,124,1
1543705938-464,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/cross-bay-swim-for-charity,https://d2g8igdw686xgo.cloudfront.net/25210694_1529516967152324_r.jpg,product fun food,product fun food,0.008064516,0.008064516,0.008064516,0.975806452,7000,8035,126,Raised by 126 people in 12 months,1,https://www.gofundme.com/cross-bay-swim-for-charity#updates,7-Nov-17,5-Dec-18,392,196,0
1543704953-148,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/suicide-awareness-charity,https://d2g8igdw686xgo.cloudfront.net/25191188_1510052111.0661.jpg,eyebrow hair facial hair face person man chin forehead beard cheek, people   ﻿people   people   ﻿people  face  people   people   people   people  beard  people ,0.009615385,0.105769231,0.009615385,0.875,10000,1554,24,Raised by 24 people in 12 months,1,https://www.gofundme.com/suicide-awareness-charity#updates,7-Nov-17,5-Dec-18,392,535,1
1543705880-447,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/prophecyofhouse,https://d2g8igdw686xgo.cloudfront.net/25130210_1510077193.9675.jpg,text font yellow product human behavior line area graphic design clip art graphics,text font yellow product  people  behavior line area graphic design c people  art graphics,0.011904762,0.011904762,0.488095238,0.488095238,2540,792,41,Raised by 41 people in 13 months,1,https://www.gofundme.com/prophecyofhouse#updates,5-Nov-17,5-Dec-18,394,175,1
1543707165-926,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/mmas-stuart-thompson-fundraiser,https://d2g8igdw686xgo.cloudfront.net/25134752_1509830548.0479.png,photograph man male photography smile cool tree fun,photograph  people  male photography  people  cool tree fun,0.130952381,0.011904762,0.011904762,0.845238095,1270,2709,121,Raised by 121 people in 13 months,0,,4-Nov-17,5-Dec-18,395,189,1
1543705232-231,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/vet-bill-for-puppy-rescued-on-road,https://d2g8igdw686xgo.cloudfront.net/25137008_1509838668.7468.jpg,red text black font design picture frame pattern graphic design line square,red text black font design picture frame pattern graphic design line square,0.902985075,0.007462687,0.082089552,0.007462687,575,500,24,Raised by 24 people in 13 months,3,https://www.gofundme.com/vet-bill-for-puppy-rescued-on-road#updates,4-Nov-17,5-Dec-18,395,65,0
1543705152-207,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/david-and-sams-charity-cycle,https://d2g8igdw686xgo.cloudfront.net/25118780_1513608172.5254.jpg,text cartoon human behavior font line smile communication product conversation clip art,text  vehicle toon  people  behavior font line  people  communication product conversation c people  art,0,0,0,0,1526,1077,82,Raised by 82 people in 13 months,0,,3-Nov-17,5-Dec-18,396,134,1
1543707096-901,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/4nexsb4,https://d2g8igdw686xgo.cloudfront.net/25056788_15226722240_r.jpg,face eyebrow facial expression person black and white monochrome photography forehead head photography chin,face  people   people  expression  people  black and white monochrome photography  people   people  photography  people ,0.007462687,0.97761194,0.007462687,0.007462687,2540,3322,157,Raised by 157 people in 13 months,6,https://www.gofundme.com/4nexsb4#updates,1-Nov-17,5-Dec-18,398,723,1
1543705795-422,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/will-go-towards-feileacain-charity,https://d2g8igdw686xgo.cloudfront.net/23974000_15217389850_r.jpg,contact sport sport venue combat sport boxing ring striking combat sports kickboxing wrestler pradal serey shoot boxing boxing equipment,contact sport sport venue combat sport boxing ring striking combat sports kickboxing wrestler pradal serey shoot boxing boxing equipment,0.156716418,0.007462687,0.007462687,0.828358209,1695,859,26,Raised by 26 people in 13 months,1,https://www.gofundme.com/will-go-towards-feileacain-charity#updates,31-Oct-17,5-Dec-18,399,314,0
1543706245-581,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charities-for-africa-orphans-help,https://d2g8igdw686xgo.cloudfront.net/25001664_15093750300_r.jpg,eyewear product vision care friendship product font happiness smile glasses brand, glasses  product vision  vehicle e friendship product font happiness  people  glasses brand,0.011904762,0.011904762,0.964285714,0.011904762,10000,1434,30,Raised by 30 people in 13 months,4,https://www.gofundme.com/charities-for-africa-orphans-help#updates,29-Oct-17,5-Dec-18,401,552,1
1543706005-490,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/refugee-camps-charity-fund,https://d2g8igdw686xgo.cloudfront.net/25004688_1509330472.1463.jpg,community tourism collage recreation middle ages photomontage,community tourism collage recreation middle ages photomontage,0,0,0,0,10000,12415,72,Raised by 72 people in 13 months,1,https://www.gofundme.com/refugee-camps-charity-fund#updates,29-Oct-17,5-Dec-18,401,162,0
1543705348-266,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/michaels-birthday-charity-campaign,https://d2g8igdw686xgo.cloudfront.net/24844566_fb_1508709426.772_funds.jpg,sky sea vacation water smile fun tourism summer leisure travel,sky sea vacation water  people  fun tourism summer leisure travel,0.653225806,0.330645161,0.008064516,0.008064516,2200,2220,36,Raised by 36 people in 13 months,0,,22-Oct-17,5-Dec-18,408,127,1
1543705864-441,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/zgbtst17,https://d2g8igdw686xgo.cloudfront.net/24696958_1527085341.9452.jpg,bicycle wheelchair team product wheelchair sports recreation sports equipment hybrid bicycle,bicycle wheelc ﻿people  team product wheelc ﻿people  sports recreation sports equipment hybrid bicycle,0.00877193,0.184210526,0.00877193,0.798245614,1270,973,19,Raised by 19 people in 13 months,0,,16-Oct-17,5-Dec-18,414,435,1
1543704843-114,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/nfinite2017,https://d2g8igdw686xgo.cloudfront.net/24674152_1508810618.0203.jpg,product product inventory retail supermarket plastic grocery store,product product inventory retail supermarket plastic grocery store,0.013513514,0.418918919,0.554054054,0.013513514,6000,6580,81,Raised by 81 people in 13 months,0,,15-Oct-17,5-Dec-18,415,96,0
1543704478-7,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-run-for-puerto-rico,https://d2g8igdw686xgo.cloudfront.net/24641190_15079260450_r.jpeg,facial hair event audio, people   ﻿people  event audio,0.008064516,0.008064516,0.008064516,0.975806452,3000,1650,31,Raised by 31 people in 13 months,3,https://www.gofundme.com/charity-run-for-puerto-rico#updates,13-Oct-17,5-Dec-18,417,234,1
1543706165-550,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/s7sxr-kristens-medical-expenses,https://d2g8igdw686xgo.cloudfront.net/24644224_1508506499.9248.jpg,glasses facial hair beard vision care eyewear organ ear fun smile,glasses  people   ﻿people  beard vision  vehicle e  glasses  organ ear fun  people ,0.007462687,0.007462687,0.828358209,0.156716418,15000,6058,42,Raised by 42 people in 13 months,1,https://www.gofundme.com/s7sxr-kristens-medical-expenses#updates,13-Oct-17,5-Dec-18,417,280,1
1543707357-998,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/r58c7f-charity-walk,https://d2g8igdw686xgo.cloudfront.net/24591364_15077621690_r.jpg,water transportation water resources water boat fixed link,water transportation water resources water boat fixed link,0.007462687,0.007462687,0.007462687,0.97761194,2260,4018,196,Raised by 196 people in 13 months,0,,11-Oct-17,5-Dec-18,419,140,0
1543707104-904,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charitys-cancer-battle,https://d2g8igdw686xgo.cloudfront.net/24596180_15176170080_r.jpg,patient hospital service medical assistant medical health care nursing senior citizen medical equipment clinic,patient hospital service medical assistant medical health  vehicle e nursing senior citizen medical equipment clinic,0.015625,0.796875,0.171875,0.015625,75000,2990,30,Raised by 30 people in 13 months,6,https://www.gofundme.com/charitys-cancer-battle#updates,11-Oct-17,5-Dec-18,419,345,0
1543705742-402,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-powerlifting-championships,https://d2g8igdw686xgo.cloudfront.net/24552944_1507650513.0218.jpg,red love text heart organ logo human body font heart area,red love text heart organ logo  people  body font heart area,0.156716418,0.828358209,0.007462687,0.007462687,565,1209,34,Raised by 34 people in 13 months,4,https://www.gofundme.com/charity-powerlifting-championships#updates,10-Oct-17,5-Dec-18,420,178,1
1543704755-88,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/manzebo-charity,https://d2g8igdw686xgo.cloudfront.net/24529532_1507575613.1371.jpg,fauna grass reptile organism branch tree wildlife grass family plant,fauna grass reptile organism branch tree wildlife grass  people  plant,0.009615385,0.875,0.105769231,0.009615385,2000,910,16,Raised by 16 people in 13 months,0,,9-Oct-17,5-Dec-18,421,2,1
1543706945-846,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/mikecharity,https://d2g8igdw686xgo.cloudfront.net/24530192_1507576748.7951.jpg,people product event fun party daughter recreation friendship family,people product event fun party daughter recreation friendship  people ,0.008064516,0.008064516,0.975806452,0.008064516,50000,29178,403,Raised by 403 people in 13 months,1,https://www.gofundme.com/mikecharity#updates,9-Oct-17,5-Dec-18,421,1,1
1543706822-802,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/2rvtjyc,https://d2g8igdw686xgo.cloudfront.net/14949501_1508297374.7872.jpg,face nose chin mouth cheek health care service tooth jaw neck,face  people   people  mouth  people  health  vehicle e service tooth jaw neck,0.944444444,0.018518519,0.018518519,0.018518519,5000,1825,23,Raised by 23 people in 13 months,3,https://www.gofundme.com/2rvtjyc#updates,8-Oct-17,5-Dec-18,422,323,1
1543706780-786,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/6r627u-starlight-childrens-charity,https://d2g8igdw686xgo.cloudfront.net/24477358_1507349743.9535.jpg,hair face eyebrow blond human hair color chin nose head forehead smile, ﻿people  face  people  blond  people   ﻿people  color  people   people   people   people   people ,0.009615385,0.586538462,0.009615385,0.394230769,2000,3255,44,Raised by 44 people in 14 months,1,https://www.gofundme.com/6r627u-starlight-childrens-charity#updates,6-Oct-17,5-Dec-18,424,166,1
1543706535-691,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/edayux-charity-for-charity,https://d2g8igdw686xgo.cloudfront.net/24404152_1507126045.4772.jpg,face eyebrow blond human hair color lip beauty cheek nose chin forehead,face  people  blond  people   ﻿people  color  people  beauty  people   people   people   people ,0.018518519,0.759259259,0.018518519,0.203703704,2995,2995,11,Raised by 11 people in 14 months,1,https://www.gofundme.com/edayux-charity-for-charity#updates,4-Oct-17,5-Dec-18,426,218,1
1543706496-677,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/delta-sigma-pi-pledge-class-charity,https://d2g8igdw686xgo.cloudfront.net/24425510_1507171499.585.jpg,social group people team plant public space day youth community tree fun,social group people team plant public space day youth community tree fun,0.015625,0.015625,0.328125,0.640625,8000,3565,57,Raised by 57 people in 14 months,0,,4-Oct-17,5-Dec-18,426,175,1
1543706663-741,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/1life-charity,https://d2g8igdw686xgo.cloudfront.net/24411056_15120941580_r.jpg,event product fun party,event product fun party,0.980519481,0.006493506,0.006493506,0.006493506,10000,3315,26,Raised by 26 people in 14 months,0,,4-Oct-17,5-Dec-18,426,50,0
1543706661-740,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/4izfi8w,https://d2g8igdw686xgo.cloudfront.net/24393640_15070800550_r.jpg,amusement park fair signage amusement ride recreation neon,amusement park fair signage amusement ride recreation neon,0.00877193,0.184210526,0.00877193,0.798245614,1000,1745,28,Raised by 28 people in 14 months,0,,3-Oct-17,5-Dec-18,427,323,0
1543706316-608,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/30th-bday-fourcharity-fundraiser,https://d2g8igdw686xgo.cloudfront.net/24332472_1506905364.7208.png,advertising film poster graphic design brand,advertising film poster graphic design brand,0.006097561,0.006097561,0.006097561,0.981707317,1000,780,14,Raised by 14 people in 14 months,1,https://www.gofundme.com/30th-bday-fourcharity-fundraiser#updates,1-Oct-17,5-Dec-18,429,25,0
1543705875-445,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/puerto-rico-charity-flight,https://d2g8igdw686xgo.cloudfront.net/24323824_1506878132.2135.jpg,line map area diagram land lot,line map area diagram land lot,0.145833333,0.840277778,0.006944444,0.006944444,30000,20935,83,Raised by 83 people in 14 months,8,https://www.gofundme.com/puerto-rico-charity-flight#updates,1-Oct-17,5-Dec-18,429,302,0
1543707060-888,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/500-to-charity-for-my-birthday,https://d2g8igdw686xgo.cloudfront.net/24289730_1506723149.7353.jpg,balloon party supply,balloon party supply,0.394230769,0.586538462,0.009615385,0.009615385,635,718,36,Raised by 36 people in 14 months,0,,29-Sep-17,5-Dec-18,431,30,0
1543705024-169,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/shaving-lisas-hair-off-for-charity,https://d2g8igdw686xgo.cloudfront.net/24248916_15174466700_r.jpg,eyebrow face blue skin nose forehead cheek lip chin head, people  face blue skin  people   people   people   people   people   people ,0.007462687,0.007462687,0.007462687,0.97761194,2000,1799,35,Raised by 35 people in 14 months,4,https://www.gofundme.com/shaving-lisas-hair-off-for-charity#updates,28-Sep-17,5-Dec-18,432,335,1
1543705409-284,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/startup-charity-support-in-sydney,https://d2g8igdw686xgo.cloudfront.net/24245428_1506573022.4274.png,text orange font product line logo clip art area graphics product,text orange font product line logo c people  art area graphics product,0.009615385,0.009615385,0.971153846,0.009615385,704,825,21,Raised by 21 people in 14 months,0,,27-Sep-17,5-Dec-18,433,80,1
1543707114-908,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/john-shorrtt-charity-race,https://d2g8igdw686xgo.cloudfront.net/24030394_1505916501.7583.jpg,person black and white monochrome photography chin smile photography gentleman headgear forehead monochrome, people  black and white monochrome photography  people   people  photography gentle people   people gear  people  monochrome,0.008064516,0.008064516,0.008064516,0.975806452,5650,2034,31,Raised by 31 people in 14 months,0,,25-Sep-17,5-Dec-18,435,382,1
1543706103-527,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/CharityEverestclimb,https://d2g8igdw686xgo.cloudfront.net/24125768_15062536050_r.jpg,geological phenomenon map snow glacial landform ski equipment mountain range hill station mountain elevation piste,geological phenomenon map snow glacial landform ski equipment mountain range hill station mountain elevation piste,0.973684211,0.00877193,0.00877193,0.00877193,2540,914,23,Raised by 23 people in 14 months,2,https://www.gofundme.com/CharityEverestclimb#updates,23-Sep-17,5-Dec-18,437,99,0
1543704602-42,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/avas-pageant-charity-raffle,https://d2g8igdw686xgo.cloudfront.net/24117896_1506174747.6601.jpg,pink skin child magenta girl smile toddler hair accessory fun happiness,pink skin  people  magenta  people   people   people   ﻿people  accessory fun happiness,0.008064516,0.008064516,0.008064516,0.975806452,600,515,19,Raised by 19 people in 14 months,0,,23-Sep-17,5-Dec-18,437,115,1
1543705790-420,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charitydonation-stream-for-poizen,https://d2g8igdw686xgo.cloudfront.net/24099070_1506104160.2051.jpg,eyewear sunglasses glasses vision care fun smile product cool girl selfie, glasses  sunglasses glasses vision  vehicle e fun  people  product cool  people  selfie,0.00877193,0.184210526,0.00877193,0.798245614,3000,2400,57,Raised by 57 people in 14 months,5,https://www.gofundme.com/charitydonation-stream-for-poizen#updates,22-Sep-17,5-Dec-18,438,36,1
1543706983-861,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/rykers-hurricane-charity,https://d2g8igdw686xgo.cloudfront.net/24047072_1505948781.9651.jpg,green person child day boy smile cool product toddler vacation,green  people   people  day boy  people  cool product  people  vacation,0.018518519,0.018518519,0.018518519,0.944444444,10000,3270,55,Raised by 55 people in 14 months,3,https://www.gofundme.com/rykers-hurricane-charity#updates,20-Sep-17,5-Dec-18,440,566,1
1543704470-5,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/kx7xh-kims-charity-skydive,https://d2g8igdw686xgo.cloudfront.net/23985524_15205480170_r.jpg,text font logo product brand graphics product trademark,text font logo product brand graphics product trademark,0.010638298,0.010638298,0.010638298,0.968085106,1270,381,30,Raised by 30 people in 14 months,0,,18-Sep-17,5-Dec-18,442,55,0
1543705222-228,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/malinfloors,https://d2g8igdw686xgo.cloudfront.net/23971540_1505733476.657.jpg,text font logo product line area brand graphics graphic design clip art,text font logo product line area brand graphics graphic design c people  art,0.009615385,0.971153846,0.009615385,0.009615385,3810,8153,85,Raised by 85 people in 14 months,1,https://www.gofundme.com/malinfloors#updates,18-Sep-17,5-Dec-18,442,167,1
1543706652-737,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/lily-kraxberger-homecoming-charity,https://d2g8igdw686xgo.cloudfront.net/23956768_1505773469.712.jpg,text logo font product product line area brand diagram graphics,text logo font product product line area brand diagram graphics,0.00877193,0.00877193,0.00877193,0.973684211,5000,775,18,Raised by 18 people in 14 months,0,,18-Sep-17,5-Dec-18,442,65,0
1543706471-667,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/54rp2w-help-dave-fight-cancer,https://d2g8igdw686xgo.cloudfront.net/23960782_1506900496.8407.jpg,people mountainous landforms wilderness mountain outdoor recreation vacation mountain range tourism national park travel,people mountainous landforms wilderness mountain outdoor recreation vacation mountain range tourism national park travel,0.97761194,0.007462687,0.007462687,0.007462687,30000,45833,207,Raised by 207 people in 14 months,3,https://www.gofundme.com/54rp2w-help-dave-fight-cancer#updates,17-Sep-17,5-Dec-18,443,367,1
1543706271-591,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/AlishaKennedy,https://d2g8igdw686xgo.cloudfront.net/23795322_1505594100.9396.jpg,purple eyewear shoulder joint arm hand sunglasses muscle vision care girl,purple  glasses  shoulder joint arm hand sunglasses muscle vision  vehicle e  people ,0.007462687,0.007462687,0.007462687,0.97761194,1500,1455,31,Raised by 31 people in 14 months,8,https://www.gofundme.com/AlishaKennedy#updates,16-Sep-17,5-Dec-18,444,195,1
1543707210-942,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charityrow,https://d2g8igdw686xgo.cloudfront.net/23873362_1505370529.3549.jpg,exercise equipment exercise machine indoor rower product hardware product sports equipment camera accessory angle automotive exterior,exercise equipment exercise ma people e indoor rower product hardware product sports equipment camera accessory angle automotive exterior,0.223404255,0.010638298,0.010638298,0.755319149,2850,1265,20,Raised by 20 people in 14 months,0,,14-Sep-17,5-Dec-18,446,136,1
1543706210-567,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/BHSrunteachersrun,https://d2g8igdw686xgo.cloudfront.net/23900080_1505448156.9807.jpg,text font line clip art area logo organization graphics circle brand,text font line c people  art area logo organization graphics circle brand,0.00877193,0.00877193,0.00877193,0.973684211,2000,2000,37,Raised by 37 people in 14 months,0,,14-Sep-17,5-Dec-18,446,135,1
1543706248-582,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/4fgxkjk,https://d2g8igdw686xgo.cloudfront.net/23867728_15053530080_r.jpg,plant tree green nature leaf woody plant ecosystem jungle nature reserve flora,plant tree green nature leaf woody plant ecosystem jungle nature reserve flora,0.011904762,0.011904762,0.964285714,0.011904762,250,916,29,Raised by 29 people in 14 months,3,https://www.gofundme.com/4fgxkjk#updates,13-Sep-17,5-Dec-18,447,5,0
1543707128-913,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/dice-charity-events-live-stream,https://d2g8igdw686xgo.cloudfront.net/23831954_1505264647.4936.png,text font logo product line signage area brand design technology,text font logo product line signage area brand design technology,0,0,0,0,1150,1260,41,Raised by 41 people in 14 months,1,https://www.gofundme.com/dice-charity-events-live-stream#updates,12-Sep-17,5-Dec-18,448,11,0
1543706040-503,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/kayas-funeral-services,https://d2g8igdw686xgo.cloudfront.net/23797756_1505182237.5986.jpg,hair eyebrow human hair color hairstyle beauty afro smile forehead chin black hair, ﻿people   people   people   ﻿people  color  ﻿people style beauty afro  people   people   people  black  ﻿people ,0.298076923,0.682692308,0.009615385,0.009615385,3500,9245,78,Raised by 78 people in 14 months,0,,11-Sep-17,5-Dec-18,449,431,1
1543705466-301,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-fund-for-my-brother-chris,https://d2g8igdw686xgo.cloudfront.net/23803104_1505177503.9248.jpg,0,0, , , , ,20000,3600,62,Raised by 62 people in 14 months,1,https://www.gofundme.com/charity-fund-for-my-brother-chris#updates,11-Sep-17,5-Dec-18,449,273,0
1543704944-145,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/trooper-berke-bates-charity-game,,#N/A,#N/A, , , , ,1500,700,7,Raised by 7 people in 14 months,1,https://www.gofundme.com/trooper-berke-bates-charity-game#updates,8-Sep-17,5-Dec-18,452,59,0
1543706801-794,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/MandE-weighted-charity-halfmarathon,https://d2g8igdw686xgo.cloudfront.net/23658366_1504709189.6281.jpg,person recreation muscle smile product fun adventure friendship girl, people  recreation muscle  people  product fun adventure friendship  people ,0.009615385,0.201923077,0.009615385,0.778846154, kr30000  , kr11022 ,21,Raised by 21 people in 15 months,4,https://www.gofundme.com/MandE-weighted-charity-halfmarathon#updates,6-Sep-17,5-Dec-18,454,186,1
1543706587-712,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/4e2pt08,https://d2g8igdw686xgo.cloudfront.net/23658958_15047110230_r.jpg,face person human hair color blond head selfie chin mouth fun product,face  people   people   ﻿people  color blond  people  selfie  people  mouth fun product,0.010638298,0.861702128,0.117021277,0.010638298,10000,1315,11,Raised by 11 people in 15 months,0,,6-Sep-17,5-Dec-18,454,40,1
1543706543-694,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/PhiSetSpikeforKidsinNeedFoundation,https://d2g8igdw686xgo.cloudfront.net/23609612_1504555034.3145.jpg,sports team sport team sport venue competition volleyball ball game ball over a net games,sports team sport team sport venue competition volleyball ball game ball over a net games,0.009615385,0.009615385,0.009615385,0.971153846,2000,515,38,Raised by 38 people in 15 months,0,,4-Sep-17,5-Dec-18,456,75,0
