web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543368577-601","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/MattsEducation","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11455985_1463420883.9766.jpg","of $1,600 goal","$100","1","Raised by 1 person in 30 months"
"1543365809-332","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/chisekese-community-high-school","https://d2g8igdw686xgo.cloudfront.net/34453698_1542047957161171_r.jpeg","of $40,000 goal","$1,130","13","Raised by 13 people in 15 days"
"1543376328-729","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/PEOPLES-EYE-PHOTOGRAPHY","https://d2g8igdw686xgo.cloudfront.net/20478702_1495070351.4382.jpg","of $5,000 goal","$1,810","20","Raised by 20 people in 18 months"
"1543366393-483","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/LindseyZuber","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/13051609_1468892442.1232.jpg","of $7,000 goal","$4,914","15","Raised by 15 people in 28 months"
"1543366105-409","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-spread-computer-science-education","https://d2g8igdw686xgo.cloudfront.net/34570176_1542327779208767_r.jpeg","goal","$8,000","12 days","Campaign created 12 days ago"
"1543367916-590","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/caelas-vanity-startup","https://d2g8igdw686xgo.cloudfront.net/31265520_1532306724545847_r.jpg","of $1,000 goal","$50","1","Raised by 1 person in 4 months"
"1543374165-693","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/humaneness101","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3114922_1434792622.8761.jpg","of $10,000 goal","$8,326","48","Raised by 48 people in 46 months"
"1543366649-567","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/d8s2d-help-me-get-my-laptop","https://d2g8igdw686xgo.cloudfront.net/34247504_154143037151161_r.jpeg","goal","$1,500","22 days","Campaign created 22 days ago"
"1543365892-354","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/clean-water-amp-energy-for-buturi","https://d2g8igdw686xgo.cloudfront.net/27054804_1516685543.8811.jpg","of $10,000 goal","$2,710","39","Raised by 39 people in 10 months"
"1543379451-775","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/24y4tbg","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11516735_1463602723.3096.jpg","of $1,500 goal","$2,776","27","Raised by 27 people in 30 months"
"1543366366-475","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/school-computer-for-home","https://d2g8igdw686xgo.cloudfront.net/27712152_15187073500_r.jpg","of $500 goal","$300","4","Raised by 4 people in 9 months"
"1543365683-299","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/soaring-to-new-heights-jade-t","https://d2g8igdw686xgo.cloudfront.net/17357734_1484108995.4583.png","of $30,000 goal","$1,675","13","Raised by 13 people in 22 months"
"1543365762-319","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/amberdems","https://d2g8igdw686xgo.cloudfront.net/3394209_15126610540_r.jpg","of $2,000 goal","$1,999","29","Raised by 29 people in 13 months"
"1543365852-344","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/sendsemiratouni","","of $24,000 goal","$4,610","64","Raised by 64 people in 3 months"
"1543366345-469","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/education-for-children-ethiopia","https://d2g8igdw686xgo.cloudfront.net/34475512_1542397388858854_r.jpeg","of $14,000 goal","$160","6","Raised by 6 people in 11 days"
"1543366629-559","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/innovative-learning-centre","https://d2g8igdw686xgo.cloudfront.net/30123716_15271844520_r.jpeg","goal","$5,000","6 months","Campaign created 6 months ago"
"1543366010-386","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/pointclickshoot","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4544768_1431454546.5195.jpg","of $5,000 goal","$155","5","Raised by 5 people in 43 months"
"1543365871-349","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helping-jayla-to-recovery","https://d2g8igdw686xgo.cloudfront.net/26379534_1513774614.9666.jpg","of $75,000 goal","$13,588","299","Raised by 299 people in 11 months"
"1543366287-451","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/wk5e628","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4873204_1433819018.0595.jpg","of $700 goal","$775","7","Raised by 7 people in 42 months"
"1543366061-397","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-me-in-my-dream-career","https://d2g8igdw686xgo.cloudfront.net/30731218_1529504578735488_r.jpeg","goal","£1,000","5 months","Campaign created 5 months ago"
"1543375426-714","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-us-invent-a-new-school-system","https://d2g8igdw686xgo.cloudfront.net/30568316_1528855230958957_r.jpeg","of $25,000 goal","$1,795","15","Raised by 15 people in 5 months"
"1543373324-679","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2brgnydm","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/12536607_1471296107.0601.jpg","of $10,000 goal","$1,860","24","Raised by 24 people in 29 months"
"1543366115-412","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hh7xa4-help-fund-my-college-education","https://d2g8igdw686xgo.cloudfront.net/31154050_1531077465778449_r.jpeg","goal","$23,000","4 months","Campaign created 4 months ago"
"1543365686-300","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/STEMtoruralAfrica","https://d2g8igdw686xgo.cloudfront.net/18157496_1486999167.1751.jpg","of $10,000 goal","$7,188","61","Raised by 61 people in 21 months"
"1543378610-761","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Cotnersadopt","https://d2g8igdw686xgo.cloudfront.net/5440321_fb_1495224950.7611_funds.jpg","of $8,500 goal","$405","11","Raised by 11 people in 40 months"
"1543366129-416","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fund-computer-for-a-needy-student","https://d2g8igdw686xgo.cloudfront.net/32058540_1533964157130506_r.jpeg","goal","$2,500","3 months","Campaign created 3 months ago"
"1543366006-385","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Computers4BA","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3133863_fb_1422385091.9639_funds.jpg","of $20,000 goal","$350","3","Raised by 3 people in 46 months"
"1543369839-622","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Get2ISTECC","","of $850 goal","$545","11","Raised by 11 people in 42 months"
"1543365868-348","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-a-student-raise-for-a-computer","https://d2g8igdw686xgo.cloudfront.net/34119434_1540922727595409_r.jpeg","of $850 goal","$850","15","Raised by 15 people in 28 days"
"1543378490-759","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computers-for-tina039s-school-shirati","https://d2g8igdw686xgo.cloudfront.net/29984406_1543280580426368_r.jpg","of $10,000 goal","$725","11","Raised by 11 people in 1 month"
"1543378310-756","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/by-charles-pascal-braille-computer","https://d2g8igdw686xgo.cloudfront.net/26387634_15137980110_r.jpeg","of $7,500 goal","$100","4","Raised by 4 people in 11 months"
"1543382816-828","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/UG-Venereal","https://d2g8igdw686xgo.cloudfront.net/20112790_1493822258.5449.jpg","of $1,000 goal","$1,000","13","Raised by 13 people in 19 months"
"1543369178-611","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2016mtf","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/12048115_1465426994.7454.jpg","of $2,200 goal","$200","4","Raised by 4 people in 30 months"
"1543384918-857","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/further-computer-education","https://d2g8igdw686xgo.cloudfront.net/33182832_1537647321518842_r.jpeg","goal","$1,000","2 months","Campaign created 2 months ago"
"1543366310-458","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Moussakone","","raised","$70","null","null"
"1543372182-660","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Cyberpatriot","","of $550 goal","$550","15","Raised by 15 people in 36 months"
"1543370860-638","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mrstimsmath","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/13965261_1471985988.5157.jpg","of $1,500 goal","$850","8","Raised by 8 people in 27 months"
"1543366079-401","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/murad039s-funeral-and-tribute","https://d2g8igdw686xgo.cloudfront.net/33515226_1538767225840916_r.jpeg","goal","$100,000","1 month","Campaign created 1 month ago"
"1543365597-278","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/school-supplies-for-kathmandu","https://d2g8igdw686xgo.cloudfront.net/18926016_1490194991.4768.jpeg","of $1,000 goal","$1,300","19","Raised by 19 people in 20 months"
"1543366102-408","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/8b457-education-fund","https://d2g8igdw686xgo.cloudfront.net/34602040_1542407977523821_r.jpeg","goal","$5,000","11 days","Campaign created 11 days ago"
"1543366644-565","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-to-build-a-kids-school","https://d2g8igdw686xgo.cloudfront.net/33664160_1539282079990100_r.jpeg","goal","$2,500","1 month","Campaign created 1 month ago"
"1543365451-237","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/PricklyPoleSchool","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10494531_1460381647.5164.jpg","of $1,500 goal","$3,735","68","Raised by 68 people in 32 months"
"1543366118-413","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/gxwxf-college-computer","https://d2g8igdw686xgo.cloudfront.net/31171810_1531152967987855_r.jpeg","goal","$900","4 months","Campaign created 4 months ago"
"1543365856-345","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/nd-class-of-2018-ring","https://d2g8igdw686xgo.cloudfront.net/29680350_15255876590_r.jpeg","of $1,000 goal","$1,110","6","Raised by 6 people in 6 months"
"1543365632-288","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/haitiwaterfallteam","","of $6,000 goal","$1,000","14","Raised by 14 people in 9 months"
"1543366633-560","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/lourdes-pilgrimage-autistic-brother","https://d2g8igdw686xgo.cloudfront.net/30418588_15283033270_r.jpeg","goal","£1,000","5 months","Campaign created 5 months ago"
"1543368698-603","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ericderise","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3378650_1424133703.7968.jpg","of $42,000 goal","$950","3","Raised by 3 people in 46 months"
"1543366376-478","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/xsa94h9","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5056662_1435201304.5956.jpg","of $1,000 goal","$725","13","Raised by 13 people in 41 months"
"1543381674-811","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/22nmdbcs","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11173571_1462419520.7711.jpg","of $6,000 goal","$105","4","Raised by 4 people in 31 months"
"1543373684-685","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/withamchromeclassroom","https://d2g8igdw686xgo.cloudfront.net/27542150_15187241710_r.jpg","of $600 goal","$360","14","Raised by 14 people in 9 months"
"1543365837-340","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/e67k37-congress-trip","https://d2g8igdw686xgo.cloudfront.net/18642794_1488589982.7119.jpg","of $2,000 goal","$435","11","Raised by 11 people in 21 months"
"1543366160-425","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mobile-computer-classes-cambodia","","of $4,500 goal","$1,500","10","Raised by 10 people in 6 months"
"1543365975-376","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/raising-for-hospital-bill","https://d2g8igdw686xgo.cloudfront.net/25760214_15126911850_r.jpg","of $120,000 goal","$7,020","326","Raised by 326 people in 12 months"
"1543374045-691","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/tongogarahighschool","https://d2g8igdw686xgo.cloudfront.net/26543454_15235762680_r.jpg","of £10,000 goal","£519","17","Raised by 17 people in 8 months"
"1543366290-452","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/27z7gz5w","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10807213_1461445125.1996.jpg","of $155 goal","$155","3","Raised by 3 people in 31 months"
"1543366413-489","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/educationinnyangana","https://d2g8igdw686xgo.cloudfront.net/27688772_15224460960_r.jpg","of $3,000 goal","$3,715","69","Raised by 69 people in 8 months"
"1543375066-708","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2sek8s2p","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15027417_1475453910.9263.jpg","of $2,000 goal","$1,075","21","Raised by 21 people in 26 months"
"1543366349-470","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mauricios-college-education","https://d2g8igdw686xgo.cloudfront.net/21774878_1498316916.3044.jpg","of $2,000 goal","$725","16","Raised by 16 people in 17 months"
"1543365964-373","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/o5a9l8","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3614023_1425742639.9815.jpg","of $12,000 goal","$14,651","210","Raised by 210 people in 45 months"
"1543370680-635","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/calama-school-projector-donation","https://d2g8igdw686xgo.cloudfront.net/30848402_1529920837662536_r.jpeg","of $500 goal","$500","9","Raised by 9 people in 5 months"
"1543366218-432","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-for-collage-needed","https://d2g8igdw686xgo.cloudfront.net/32629384_1535866559871644_r.jpeg","goal","£750","2 months","Campaign created 2 months ago"
"1543366273-446","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/rural-outreach-tech-education","https://d2g8igdw686xgo.cloudfront.net/31940226_1533596663242201_r.jpeg","of $7,500 goal","$1,355","15","Raised by 15 people in 3 months"
"1543365572-271","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/link-seniors-with-technology","https://d2g8igdw686xgo.cloudfront.net/31590336_1534534535534045_r.jpeg","of $30,000 goal","$695","18","Raised by 18 people in 4 months"
"1543367796-588","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/conleys","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11341033_1462999946.869.jpg","of $3,000 goal","$250","3","Raised by 3 people in 30 months"
"1543377469-746","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/overcoming-psychosis-in-education","https://d2g8igdw686xgo.cloudfront.net/28562704_15216716700_r.jpeg","goal","$10,000","8 months","Campaign created 8 months ago"
"1543366153-423","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/highschool-computer-labs-in-uganda","https://d2g8igdw686xgo.cloudfront.net/31727356_153290186096712_r.jpeg","of $10,000 goal","$84","5","Raised by 5 people in 4 months"
"1543379271-772","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/yd5e4xw","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5177677_1436157444.9497.jpg","of $5,000 goal","$500","9","Raised by 9 people in 41 months"
"1543366484-509","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/catherineruahavolunteer","https://d2g8igdw686xgo.cloudfront.net/25227680_1510173818.8359.jpg","of €1,600 goal","€513","17","Raised by 17 people in 12 months"
"1543382275-820","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/4xtfobs","https://d2g8igdw686xgo.cloudfront.net/26613746_1514753429.3289.jpg","goal","$5,000","11 months","Campaign created 11 months ago"
"1543365704-305","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/DanielaUsVet","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4107519_1428593070.2679.jpg","of $5,400 goal","$2,085","39","Raised by 39 people in 44 months"
"1543377649-747","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/p2maj-a-new-computer","https://d2g8igdw686xgo.cloudfront.net/31724442_1532895627644765_r.jpeg","goal","$1,000","4 months","Campaign created 4 months ago"
"1543369719-620","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/28c8tpw","https://d2g8igdw686xgo.cloudfront.net/12024409_1533422512663427_r.jpeg","of $10,000 goal","$200","1","Raised by 1 person in 30 months"
"1543366563-533","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-us-buy-computers-for-school","https://d2g8igdw686xgo.cloudfront.net/30677334_1529310247165894_r.jpeg","goal","$1,000","5 months","Campaign created 5 months ago"
"1543374585-700","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ifonlyihadknown","https://d2g8igdw686xgo.cloudfront.net/24207694_1506703043.4985.jpg","of £5,200 goal","£545","12","Raised by 12 people in 14 months"
"1543365774-322","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/womens-mini-marathon-2017","https://d2g8igdw686xgo.cloudfront.net/19841596_1492876062.8468.jpg","of €150 goal","€135","8","Raised by 8 people in 19 months"
"1543366477-506","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/guatemala-school-computer-project","https://d2g8igdw686xgo.cloudfront.net/19674306_fb_1492280767.2509_funds.jpg","of $5,000 goal","$2,315","32","Raised by 32 people in 19 months"
"1543385579-867","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/w783zn-college-fund","https://d2g8igdw686xgo.cloudfront.net/24685392_15081094390_r.jpeg","of $30,000 goal","$690","12","Raised by 12 people in 13 months"
"1543379812-781","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/support-education-in-uganda","https://d2g8igdw686xgo.cloudfront.net/29811584_15265235990_r.jpeg","of $10,000 goal","$1,650","14","Raised by 14 people in 6 months"
"1543379331-773","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/gayanne","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/6463726_1445884398.0693.jpg","of $5,000 goal","$4,561","40","Raised by 40 people in 37 months"
"1543382155-819","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/funding-for-science-and-tech-in-sl","https://d2g8igdw686xgo.cloudfront.net/30649950_1529178402416819_r.jpeg","of $100,000 goal","$2,329","64","Raised by 64 people in 5 months"
"1543365882-351","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-people-in-ethiopia-education","https://d2g8igdw686xgo.cloudfront.net/25749568_1511946188.4362.jpg","goal","$20,000","12 months","Campaign created 12 months ago"
"1543365503-252","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Deaf-Food-Truck","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/333991_1398682221.6455.jpg","of $10,000 goal","$645","24","Raised by 24 people in 69 months"
"1543375547-716","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/students-laptop-fund-drive","https://d2g8igdw686xgo.cloudfront.net/19334470_1495599801.2292.jpg","of $1,970 goal","$345","10","Raised by 10 people in 20 months"
"1543366245-439","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jaindeepak2008","https://d2g8igdw686xgo.cloudfront.net/32122790_153420895039931_r.jpeg","goal","$5,000","3 months","Campaign created 3 months ago"
"1543366050-394","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-fund-education-in-it-field","https://d2g8igdw686xgo.cloudfront.net/30350920_15280702460_r.jpeg","goal","$10,000","5 months","Campaign created 5 months ago"
"1543378851-765","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/henry-holly-kizito","https://d2g8igdw686xgo.cloudfront.net/28200350_1520355885.5314.jpg","of $6,000 goal","$2,605","14","Raised by 14 people in 8 months"
"1543367196-578","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/moreeducation-com","https://d2g8igdw686xgo.cloudfront.net/28481408_15213986090_r.jpeg","goal","$500","8 months","Campaign created 8 months ago"
"1543371461-648","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/UnitedWaySalemCo","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/2674585_1435074483.4981.jpg","of $4.5M goal","$1,000","17","Raised by 17 people in 44 months"
"1543372302-662","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/zk94c48","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5322610_1443510927.5779.jpg","of $4,000 goal","$550","9","Raised by 9 people in 38 months"
"1543378370-757","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/dkbauder","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/10498481_1460144780.0039.jpg","of $330 goal","$325","10","Raised by 10 people in 32 months"
"1543366835-572","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/give-hope-initiative","","goal","$1,000","7 months","Campaign created 7 months ago"
"1543385939-873","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/educationreform","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4760052_1463356321.0797.jpg","of $21,745 goal","$5,270","5","Raised by 5 people in 34 months"
"1543366360-473","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/sivatharshini","https://d2g8igdw686xgo.cloudfront.net/30806730_15328969971059_r.jpeg","of $5,000 goal","$5,102","40","Raised by 40 people in 5 months"
"1543366653-568","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/please-help-kickstart-my-programming-career","https://d2g8igdw686xgo.cloudfront.net/34602716_1542409446192296_r.jpeg","goal","$500","11 days","Campaign created 11 days ago"
"1543365529-259","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/leeds-half-marathon-for-age-uk","","of £100 goal","£167","18","Raised by 18 people in 7 months"
"1543365586-275","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/onemindethiopia","https://d2g8igdw686xgo.cloudfront.net/14104405_1485805008.6953.png","of $8,000 goal","$5,495","54","Raised by 54 people in 27 months"
"1543365717-307","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/prodigy-bowlers-tour","https://d2g8igdw686xgo.cloudfront.net/23173628_1503281154.6464.jpg","of $4,300 goal","$2,330","53","Raised by 53 people in 15 months"
"1543365474-243","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/h69b3uq4","","of $10,000 goal","$10,000","52","Raised by 52 people in 37 months"
